rater_id	dataset	input_file	rating	artifacts	time_sec	confidence	comments
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-046_task-rest_dir-LR_bold	2.9	head-motion, noise-global, ghost-aliasing, uncategorized	223.896	2.9	WS, SD, aliasing ghost faintly visible in bg of avg BOLD echo 1-3, HM ringing
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-047_task-rest_dir-RL_bold	2	head-motion, noise-global, ghost-aliasing, uncategorized	221.25	3.1	WS, SD, delfections in carpetplot , aliasing ghost visible in bg of avg BOLD echo 1-4, HM ringing
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20202030_task-rest_dir-AP_echo-1_part-mag_bold.nii.gz	2.85	head-motion, ghost-aliasing	171.745	3.1	weird square in sagittal plane std (WS), deflections in carpetplot
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20903034_task-rest_dir-AP_echo-1_part-mag_bold.nii.gz	3.1	head-motion, ghost-aliasing	116.935	3.15	HM pic leaving deflections in edge
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-pilot20103060_task-rest_dir-LR_echo-1_part-mag_bold.nii.gz	1.7	head-motion, ghost-aliasing	267.982	1.6	high std in occipital, head tilted, horizontal lines in saggital plane of average, periodic motion. Not sure if it should be even excluded because of this weird line
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20401030_task-rest_dir-RL_echo-1_part-mag_bold.nii.gz	2.4	ghost-aliasing	420.592	1.1	weird horizontal lines in saggital plane average
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20302034_task-rest_dir-PA_echo-1_part-mag_bold.nii.gz	2.6	wrap-around, ghost-aliasing	159.622	2.65	wrap around but non overlapping GM, weird lines are discrete but there
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-21002034_task-rest_dir-AP_echo-1_part-mag_bold.nii.gz	2.75	head-motion, ghost-aliasing	175.414	2.65	HM pic with deflections, faint aliasing ghost visible in background of avg
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20801030_task-rest_dir-PA_echo-1_part-mag_bold.nii.gz	2.3	ghost-aliasing	191.739	1.5	WS, weird lines strong (WL), non overlapping aliasing ghost visible in the bg of avg
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20301060_task-rest_dir-LR_echo-1_part-mag_bold.nii.gz	2.3	ghost-aliasing	164.245	3.5	WS, WL, faint aliasing ghost visible in bg avg
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20701034_task-rest_dir-AP_echo-1_part-mag_bold.nii.gz	3.2	ghost-aliasing	122.074	3.05	
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20702060_task-rest_dir-AP_echo-1_part-mag_bold.nii.gz	2.3	ghost-aliasing	250.243	1.75	hight std in lower prefrontal cortex (above the eyes), WL, non overlapping wraparound
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-21202034_task-rest_dir-LR_echo-1_part-mag_bold.nii.gz	2.6	ghost-aliasing	202.515	1.2	WS, WL softly present
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20501034_task-rest_dir-LR_echo-1_part-mag_bold.nii.gz	2.95	ghost-aliasing	207.951	2.05	high std in occipital, discrete WL
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20702030_task-rest_dir-AP_echo-1_part-mag_bold.nii.gz	2.4	ghost-aliasing, uncategorized	183.348	1.25	WL strong
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20802060_task-rest_dir-LR_echo-1_part-mag_bold.nii.gz	2.3	ghost-aliasing	196.172	1.6	WS, WL
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20501030_task-rest_dir-PA_echo-1_bold.nii.gz	2.3	head-motion, wrap-around	260.638	1.1	WL, HM pic causing slight deflections in crown
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20203034_task-rest_dir-RL_echo-1_part-mag_bold.nii.gz	2.7	head-motion, ghost-aliasing	259.524	2.45	high std in left occipital, WS, WL are slightly there, period of high frequency motiion causing deflections
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20601060_task-rest_dir-PA_echo-1_part-mag_bold.nii.gz	2.35	ghost-aliasing	256.48	1.6	high std in occipital, WL, non overlapping wrap around
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20402060_task-rest_dir-PA_echo-1_part-mag_bold.nii.gz	2.3	ghost-aliasing	163.61	1.6	non overlapping wrap around, WL
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-21001030_task-rest_dir-PA_echo-1_part-mag_bold.nii.gz	2.05	ghost-aliasing	187.193	0.75	non overlapping wrap around, high std in occipital, WL, periodic deflections in GM
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20303030_task-rest_dir-AP_echo-1_part-mag_bold.nii.gz	2.3	ghost-aliasing	205.863	1.6	non overlapping wraparound, strong WL
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20101060_task-rest_dir-AP_echo-1_part-mag_bold.nii.gz	1.8	wrap-around, ghost-aliasing	227.118	2.85	non overlapping wrap around, high std in occipital, WL
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-pilot20102034_task-rest_dir-LR_echo-1_part-mag_bold.nii.gz	3	ghost-aliasing	224.05	2.35	WS  light, WL really light
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-21101034_task-rest_dir-PA_echo-1_part-mag_bold.nii.gz	3.2	ghost-aliasing	140.936	2.3	non-overlapping wrap-around, WL very light
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20201060_task-rest_dir-RL_echo-1_part-mag_bold.nii.gz	2	wrap-around, ghost-aliasing	300.376	1.4	WS, strong WL, wrap around is very close to prefrontal cortex
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20103034_task-rest_dir-PA_echo-1_part-mag_bold.nii.gz	2.6	head-motion, ghost-aliasing	633.118	2.25	high std in occipital and back skull, light WS, HM spike causing deflections everywhere but in the crown, non overlapping wrap around
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-21202060_task-rest_dir-AP_echo-1_part-mag_bold.nii.gz	2.4	ghost-aliasing	123.52	1.8	WS, strong WL, non-overlapping wrap-around
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20802034_task-rest_dir-LR_echo-1_part-mag_bold.nii.gz	2.85	head-motion, ghost-aliasing	1658.97	2.9	WS, WL light, HM peak
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-21101060_task-rest_dir-RL_echo-1_part-mag_bold.nii.gz	2.1	head-motion, ghost-aliasing	124.36	1.55	WS, strong WL, high mean FD compare to the other sessions, HM peaks
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20902060_task-rest_dir-PA_echo-1_part-mag_bold.nii.gz	2.35	ghost-aliasing	93.111	1.75	non-overlapping wrap around, strong WL
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-21201030_task-rest_dir-RL_echo-1_part-mag_bold.nii.gz	2.25	head-motion, ghost-aliasing	133.26	1.55	WS, strong WL, HM peaks
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20401034_task-rest_dir-RL_echo-1_part-mag_bold.nii.gz	2.85	head-motion, ghost-aliasing	189.486	2.45	WS, WL light, high motion peak linked with deflections
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20902030_task-rest_dir-LR_echo-1_part-mag_bold.nii.gz	2.4	head-motion, ghost-aliasing	110.025	1.9	WS, strong WL, high motion peak but no deflections associated
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20601034_task-rest_dir-RL_echo-1_part-mag_bold.nii.gz	2.45	ghost-aliasing	132.676	1.95	WL
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-pilot20101030_task-rest_dir-PA_echo-1_part-mag_bold.nii.gz	2.35	ghost-aliasing	96.147	1.8	strong WL
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20102030_task-rest_dir-RL_echo-1_part-mag_bold.nii.gz	1.6	head-motion, wrap-around, ghost-aliasing	231.937	0.45	WL strong, wrap-around, HM peak with deflections
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-21102030_task-rest_dir-LR_echo-1_part-mag_bold.nii.gz	2.35	ghost-aliasing	103.034	1.5	WS, WL
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20602030_task-rest_dir-LR_echo-1_part-mag_bold.nii.gz	2.35	ghost-aliasing	139.165	1.5	WS, strong WL
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-pilot20001060_task-rest_dir-PA_echo-1_part-mag_bold.nii.gz	1.4	ghost-aliasing	140.876	3.95	non-overlapping wrap around, resting-state cut short in time (only 2min), too short to be useful except for method development
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-20502060_task-rest_dir-RL_echo-1_part-mag_bold.nii.gz	2.1	head-motion, ghost-aliasing	115.964	1.55	WS, strong WL, HM peaks with deflections
celine	MRIQC - HCPh: Human Connectome PHantom	sub-001_ses-21001060_task-rest_dir-LR_echo-1_part-mag_bold.nii.gz	2.3	ghost-aliasing, uncategorized	91.205	1.6	WS, strong WL
